neighborhood,price,price_per_m2,rooms,area_m2,floor,max_floors,year,build_material,heating_type,condition
Pilaitė,109500,2009,2,54,2,2,2007,NaN,central thermostat,NaN
Žvėrynas,42000,1680,1,25,4,4,1971,brick,central,fully equipped
Senamiestis,165000,3036,2,54,3,3,1940,brick,central,fully equipped
Pašilaičiai,110000,1727,3,63,3,3,2007,block house,central,fully equipped
Naujamiestis,140300,2762,2,50,2,2,2019,block house,central thermostat,partial decoration
Baltupiai,85300,1799,2,47,4,4,1979,block house,central thermostat,fully equipped
Naujamiestis,1200000,6780,4,177,5,5,2007,brick,central thermostat,fully equipped
Senamiestis,829500,2900,14,286,2,2,1940,brick,central,fully equipped
Senamiestis,530000,2704,8,196,2,2,1940,brick,central,fully equipped
Justiniškės,99000,1193,4,83,5,5,1987,block house,central,fully equipped
Šnipiškės,135000,3283,2,41,2,2,2020,brick,central thermostat,partial decoration
Viršuliškės,140000,1750,3,80,8,8,2007,monolithic,central,fully equipped
Naujamiestis,174000,1977,3,88,2,2,2008,brick,central thermostat,fully equipped
Senamiestis,350000,4268,3,82,1,1,1940,brick,NaN,NaN
Žemieji Paneriai,51000,1269,1,40,5,5,1988,block house,central,fully equipped
Naujamiestis,221199,2650,2,83,9,9,2003,brick,central thermostat,fully equipped
Šnipiškės,250000,3040,4,82,2,2,1940,brick,central thermostat,fully equipped
Antakalnis,128500,3299,2,38,4,4,2020,brick,central thermostat,fully equipped
Lazdynėliai,132000,2129,2,62,4,4,2010,brick,central thermostat,fully equipped
Viršuliškės,57500,1742,1,33,11,11,1987,block house,central,fully equipped
Naujininkai,103500,1416,4,73,4,4,1968,brick,central,fully equipped
Lazdynėliai,132000,2400,2,55,3,3,2015,brick,central thermostat,fully equipped
Antakalnis,120000,1026,4,117,1,1,1990,brick,NaN,NaN
Fabijoniškės,85000,1260,3,67,3,3,1989,block house,central,fully equipped
Pašilaičiai,62900,1775,1,35,6,6,1990,brick,central,fully equipped
Senamiestis,260000,3511,3,74,4,4,2017,monolithic,central thermostat,fully equipped
Naujininkai,58900,2031,1,29,2,2,1972,brick,central,fully equipped
Žirmūnai,89000,2010,2,44,3,3,1965,block house,central,fully equipped
Antakalnis,56000,2683,1,20,5,5,1970,brick,central,fully equipped
Lazdynai,115000,2447,2,47,1,1,2016,brick,central thermostat,fully equipped
Vilkpėdė,35000,1502,1,23,1,1,1953,brick,central,not equipped
Viršuliškės,74000,1542,2,48,2,2,1978,monolithic,central,fully equipped
Žirmūnai,52800,1829,1,28,1,1,1966,block house,central,fully equipped
Karoliniškės,93500,1908,2,49,10,10,1972,block house,central,fully equipped
Šeškinė,65500,1871,1,35,5,5,1980,block house,central,fully equipped
Šeškinė,76800,1251,3,61,1,1,1980,block house,central,fully equipped
Šnipiškės,170108,2150,4,79,2,2,2021,brick,aerothermal,partial decoration
Senamiestis,139392,3300,2,42,1,1,1932,brick,gas,fully equipped
Šnipiškės,93883,2230,2,42,2,2,2021,brick,aerothermal,partial decoration
Pilaitė,87550,1251,3,70,2,2,1995,block house,central,fully equipped
Markučiai,108000,2266,2,47,1,1,2022,brick,NaN,NaN
Užupis,396000,4692,4,84,1,1,2017,brick,central thermostat,fully equipped
Naujamiestis,346000,3246,4,106,2,2,2022,block house,central thermostat,partial decoration
Naujamiestis,231000,3072,3,75,2,2,2022,block house,central thermostat,partial decoration
Naujamiestis,161600,3200,2,50,2,2,2022,block house,central thermostat,partial decoration
Naujamiestis,222500,3116,3,71,2,2,2022,block house,central thermostat,partial decoration
Naujamiestis,146500,3472,2,42,2,2,2022,block house,central thermostat,partial decoration
Naujamiestis,141100,2903,2,48,1,1,2019,block house,central thermostat,partial decoration
Burbiškės,74999,2273,1,33,4,4,2019,brick,central,fully equipped
Naujininkai,70000,1444,2,48,2,2,1985,brick,central,fully equipped
Didieji Gulbinai,94250,1450,3,65,2,2,2020,brick,electric,fully equipped
Didieji Gulbinai,129050,1450,3,89,1,1,2020,brick,electric,fully equipped
Karoliniškės,850000,3864,6,220,4,4,2015,brick,central thermostat,fully equipped
Didieji Gulbinai,111650,1450,3,77,2,2,2020,brick,electric,fully equipped
Didieji Gulbinai,118900,1450,3,82,1,1,2020,brick,electric,fully equipped
Pilaitė,72450,2070,1,35,2,2,2017,block house,central thermostat,fully equipped
Naujamiestis,139000,3138,2,44,5,5,2021,brick,central thermostat,partial decoration
Žirmūnai,104000,2311,2,45,2,2,1966,block house,central,fully equipped
Senamiestis,87000,2900,1,30,3,3,1971,brick,central,fully equipped
Pašilaičiai,119000,1180,3,100,5,5,1998,brick,electric,fully equipped
Justiniškės,96280,1437,3,67,4,4,1985,block house,central,fully equipped
Šnipiškės,226000,4466,2,50,7,7,2020,monolithic,central thermostat,fully equipped
Justiniškės,119000,1459,4,81,3,3,1986,block house,central,fully equipped
Naujoji Vilnia,32000,1123,1,28,4,4,1963,brick,electric,fully equipped
Karoliniškės,111000,1905,3,58,5,5,2016,brick,central thermostat,fully equipped
Paupys,120000,3158,2,38,3,3,2020,monolithic,central thermostat,fully equipped
Žirmūnai,83000,3074,1,27,2,2,2017,block house,central thermostat,fully equipped
Naujininkai,73000,1422,2,51,4,4,1968,brick,central,not equipped
Fabijoniškės,120500,2954,2,40,8,8,2004,brick,central thermostat,fully equipped
Pilaitė,125000,2469,2,50,7,7,2017,monolithic,central,fully equipped
Žvėrynas,59000,1398,3,42,1,1,1940,wooden house,electric,not equipped
Šiaurės miestelis,139900,2077,3,67,4,4,2002,brick,central thermostat,fully equipped
Karoliniškės,79990,1702,2,47,3,3,1976,block house,central,fully equipped
Fabijoniškės,79900,1186,3,67,4,4,1989,block house,central,fully equipped
Pilaitė,121000,2051,3,59,4,4,2012,brick,central thermostat,fully equipped
Kalnėnai,109800,1147,4,95,1,1,2020,brick,aerothermal,partial decoration
Šiaurės miestelis,129000,2150,2,60,2,2,2004,brick,central thermostat,fully equipped
Žirmūnai,180600,2716,3,66,4,4,2020,monolithic,central thermostat,partial decoration
Pašilaičiai,112700,2046,3,55,9,9,2013,brick,central thermostat,fully equipped
Viršuliškės,95200,1490,3,63,7,7,1978,block house,central,fully equipped
Karoliniškės,98499,1539,3,63,1,1,1973,block house,central,fully equipped
Grigiškės,105000,2019,2,52,3,3,2004,brick,central,fully equipped
Žvėrynas,69700,1328,2,52,2,2,1940,log house,gas,fully equipped
Šnipiškės,219000,2219,4,98,2,2,2004,brick,central thermostat,fully equipped
Užupis,385000,4711,3,81,2,2,2017,brick,central thermostat,fully equipped
Justiniškės,74500,2129,1,35,1,1,2019,brick,central thermostat,fully equipped
Žirmūnai,85000,1328,3,64,9,9,1968,block house,central,fully equipped
Naujamiestis,365000,3842,3,95,5,5,1919,brick,central thermostat,partial decoration
Žirmūnai,73500,1655,2,44,4,4,1966,block house,central,fully equipped
Užupis,209000,2915,3,71,1,1,2019,monolithic,central thermostat,partial decoration
Šnipiškės,359000,2750,3,130,16,16,2004,monolithic,central thermostat,fully equipped
Fabijoniškės,117000,2294,2,51,1,1,2014,block house,central thermostat,fully equipped
Pilaitė,85000,1677,2,50,3,3,1994,block house,central,fully equipped
Karoliniškės,56500,1717,1,32,1,1,1973,block house,central,fully equipped
Žirmūnai,72000,2200,1,32,3,3,1969,block house,central,fully equipped
Antakalnis,199000,2535,3,78,3,3,1973,brick,central,fully equipped
Pašilaičiai,100000,1449,3,69,1,1,1987,block house,central,fully equipped
Pilaitė,136200,1816,3,75,4,4,2012,brick,central thermostat,fully equipped
Šeškinė,67000,1489,2,45,9,9,1982,block house,central,fully equipped
Naujoji Vilnia,74999,1591,2,47,5,5,1968,block house,central,fully equipped
Naujininkai,21000,840,1,25,4,4,1979,brick,central,fully equipped
Viršuliškės,62999,1933,1,32,2,2,1977,block house,central,fully equipped
Pašilaičiai,56750,1596,1,35,5,5,1990,block house,central,fully equipped
Naujoji Vilnia,62000,1442,2,43,5,5,1964,brick,central,fully equipped
Šiaurės miestelis,102000,1522,3,67,2,2,1980,block house,NaN,NaN
Karoliniškės,88000,1275,3,69,5,5,1973,block house,central,fully equipped
Žvėrynas,108650,2467,2,44,3,3,1983,brick,central,fully equipped
Santariškės,154900,1780,3,87,1,1,2006,brick,central thermostat,fully equipped
Antakalnis,125000,1866,3,67,3,3,1966,brick,central thermostat,fully equipped
Pašilaičiai,93000,1292,3,71,9,9,2007,monolithic,central thermostat,fully equipped
Antakalnis,59000,1841,1,32,4,4,1962,block house,NaN,NaN
Šnipiškės,122400,2398,2,51,7,7,2021,brick,central thermostat,partial decoration
Jeruzalė,80900,2104,1,38,4,4,2003,brick,gas,fully equipped
Pašilaičiai,99800,1552,2,64,7,7,2007,monolithic,central thermostat,fully equipped
Justiniškės,88000,1426,3,61,1,1,1982,block house,central,fully equipped
Aukštieji Paneriai,49900,1188,2,42,2,2,1960,brick,central,fully equipped
Naujamiestis,83000,1690,2,49,3,3,1964,block house,central,fully equipped
Naujamiestis,65000,1912,1,34,4,4,1982,brick,central,fully equipped
Markučiai,34000,1545,1,22,1,1,1972,brick,electric,fully equipped
Visoriai,149000,1817,3,82,2,2,2000,brick,gas,fully equipped
Senamiestis,155000,2116,3,73,1,1,1936,brick,central,fully equipped
Naujoji Vilnia,71999,1358,2,53,4,4,1977,brick,central,fully equipped
Salininkai,68000,1189,3,57,3,3,1968,brick,central,fully equipped
Senamiestis,248000,2195,4,113,4,4,2010,brick,central,fully equipped
Senamiestis,85000,3036,1,28,1,1,1898,brick,solid fuel,fully equipped
Naujoji Vilnia,69000,958,4,72,5,5,1973,brick,central,fully equipped
Justiniškės,66500,1663,1,40,3,3,2000,brick,NaN,NaN
Naujamiestis,136000,2476,3,54,7,7,2020,block house,central thermostat,partial decoration
Užupis,219000,3139,3,69,1,1,2019,monolithic,central,partial decoration
Užupis,257000,3195,3,80,3,3,2019,monolithic,central,partial decoration
Pilaitė,85000,2125,1,40,5,5,2017,brick,central thermostat,fully equipped
Šeškinė,75000,1432,2,52,7,7,1985,monolithic,central,fully equipped
Senamiestis,128000,4384,1,29,2,2,1960,brick,central,fully equipped
Pilaitė,116000,2017,2,57,3,3,2009,brick,central thermostat,fully equipped
Šnipiškės,49490,2152,1,23,3,3,1961,brick,central,fully equipped
Žirmūnai,48000,2286,1,21,9,9,1976,brick,central,fully equipped
Senamiestis,250000,2137,4,117,3,3,2000,brick,gas,fully equipped
Žirmūnai,82000,1864,2,44,2,2,1967,block house,central,fully equipped
Šnipiškės,67000,1634,2,41,8,8,1984,brick,central,fully equipped
Justiniškės,74000,1421,2,52,5,5,1983,block house,central,fully equipped
Pašilaičiai,119000,1167,3,102,1,1,2021,block house,central,fully equipped
Užupis,285000,3265,4,87,3,3,2014,brick,central thermostat,fully equipped
Baltupiai,73000,2086,1,35,3,3,1993,brick,central,fully equipped
Naujamiestis,149000,2718,2,54,1,1,2020,monolithic,gas,fully equipped
Žvėrynas,329000,2511,4,131,4,4,2001,brick,electric,fully equipped
Senamiestis,299000,3987,3,75,3,3,1900,brick,central,fully equipped
Užupis,53000,2083,1,25,1,1,1940,brick,NaN,NaN
Naujamiestis,825000,5156,4,160,4,4,1919,brick,central thermostat,partial decoration
Karoliniškės,129000,2633,2,49,2,2,2014,brick,central thermostat,fully equipped
Lazdynai,39990,2222,1,18,1,1,1970,brick,electric,fully equipped
Naujininkai,39900,1956,1,20,5,5,1972,brick,central,not equipped
Naujamiestis,149000,2927,2,50,1,1,2021,monolithic,central thermostat,partial decoration
Žvėrynas,90000,2903,1,31,1,1,2020,brick,central thermostat,fully equipped
Žemieji Paneriai,32000,2208,1,14,4,4,2020,brick,central thermostat,fully equipped
Naujininkai,59000,1405,2,42,3,3,1970,brick,central,fully equipped
Šeškinė,86000,1323,3,65,4,4,1980,block house,central,fully equipped
Jeruzalė,137000,2404,2,57,4,4,2016,brick,central thermostat,fully equipped
Naujamiestis,32000,1778,1,18,4,4,1974,brick,central,fully equipped
Pilaitė,130000,2063,3,63,1,1,2010,brick,central thermostat,fully equipped
Senamiestis,76500,3114,1,24,3,3,1910,brick,NaN,NaN
Fabijoniškės,99000,1480,3,66,3,3,1996,block house,central,fully equipped
Pilaitė,99900,1951,2,51,1,1,2020,block house,central thermostat,fully equipped
Justiniškės,59000,1479,1,39,5,5,1984,block house,central,fully equipped
Justiniškės,38000,2404,1,15,1,1,2018,brick,central thermostat,fully equipped
Šnipiškės,82500,2636,1,31,1,1,2021,block house,central thermostat,partial decoration
Šnipiškės,209400,2737,4,76,6,6,2021,block house,central thermostat,partial decoration
Šnipiškės,108800,2597,2,41,2,2,2021,block house,central thermostat,partial decoration
Šnipiškės,142200,2460,3,57,2,2,2021,block house,central thermostat,partial decoration
Šnipiškės,89999,2000,2,45,1,1,1964,brick,central,fully equipped
Naujoji Vilnia,64900,1666,2,38,1,1,1962,brick,central,fully equipped
Naujoji Vilnia,19800,943,1,21,4,4,1967,brick,central,fully equipped
Naujininkai,37900,1805,1,21,6,6,1972,brick,central,fully equipped
Užupis,234000,2863,3,81,2,2,2019,monolithic,central thermostat,partial decoration
Santariškės,117000,1712,4,68,3,3,1997,block house,central,fully equipped
Naujamiestis,143000,3143,2,45,2,2,2021,brick,central,fully equipped
Žirmūnai,58000,1946,1,29,2,2,1965,block house,central,fully equipped
Pašilaičiai,215000,1886,4,114,1,1,1996,block house,central,fully equipped
Karoliniškės,20000,1667,1,12,1,1,1975,brick,central,partial decoration
Antakalnis,66000,2063,1,32,3,3,1962,brick,central,fully equipped
Žvėrynas,135000,2414,2,55,6,6,2001,brick,central thermostat,fully equipped
Justiniškės,87500,2391,2,36,3,3,2016,brick,central thermostat,fully equipped
Naujamiestis,103600,1938,2,53,2,2,2020,brick,central,partial decoration
Naujamiestis,182000,3640,2,50,2,2,1900,brick,electric,fully equipped
Antakalnis,54000,1187,1,45,2,2,1940,wooden house,central,fully equipped
Žemieji Paneriai,56500,1394,1,40,3,3,1992,block house,central,fully equipped
Fabijoniškės,125000,1812,3,69,3,3,2003,brick,central,fully equipped
Senamiestis,74900,3096,1,24,2,2,1940,brick,central,fully equipped
Šnipiškės,65000,1847,2,35,1,1,1940,brick,central,fully equipped
Naujamiestis,30000,1000,1,30,3,3,1980,brick,central,fully equipped
Žirmūnai,120500,1804,3,66,4,4,1967,block house,central thermostat,fully equipped
Naujoji Vilnia,56000,1167,2,48,4,4,1986,brick,central,fully equipped
Naujamiestis,69000,3083,1,22,1,1,1955,brick,central,fully equipped
Pašilaičiai,88000,1760,2,50,8,8,2012,brick,central,fully equipped
Karoliniškės,97000,1525,3,63,3,3,1974,block house,central,fully equipped
Senamiestis,95000,2262,1,42,2,2,1901,brick,NaN,NaN
Žirmūnai,53000,1606,1,33,4,4,1968,block house,central,fully equipped
Lazdynai,155000,2366,3,65,5,5,2008,brick,central thermostat,fully equipped
Pašilaičiai,112600,2047,3,55,5,5,2015,brick,central thermostat,fully equipped
Žirmūnai,152000,1949,4,78,4,4,1967,block house,central,fully equipped
Šiaurės miestelis,149000,2224,3,67,3,3,2003,brick,central thermostat,fully equipped
Lazdynai,96000,1232,4,77,5,5,1970,block house,central,fully equipped
Senamiestis,540000,3163,7,170,2,2,1940,brick,gas,fully equipped
Šnipiškės,65000,2241,1,29,3,3,1975,brick,central,fully equipped
Naujininkai,87000,1341,3,64,1,1,1976,brick,central,fully equipped
Naujamiestis,135800,2998,2,45,3,3,2020,block house,central thermostat,partial decoration
Naujamiestis,129600,2546,2,50,1,1,2020,block house,central thermostat,partial decoration
Senamiestis,218000,4360,2,50,3,3,1940,brick,gas,fully equipped
Grigiškės,103900,1416,3,73,1,1,1994,brick,central,fully equipped
Jeruzalė,163900,2276,3,72,2,2,2003,brick,gas,fully equipped
Senamiestis,130250,3177,2,41,4,4,1976,brick,central,fully equipped
Senamiestis,110000,2895,2,38,1,1,1940,brick,central,fully equipped
Naujamiestis,66000,3143,1,21,1,1,1956,brick,central,fully equipped
Senamiestis,145000,3724,1,38,3,3,1960,brick,central,fully equipped
Antakalnis,149000,1696,4,87,3,3,2018,block house,gas,fully equipped
Pašilaičiai,94000,1403,3,67,4,4,1987,block house,central,fully equipped
Senamiestis,123500,3800,2,32,2,2,2018,monolithic,central thermostat,fully equipped
Žirmūnai,99500,2499,2,39,7,7,2020,block house,central thermostat,partial decoration
Karoliniškės,93500,1908,2,49,10,10,1972,block house,central,fully equipped
Senamiestis,252000,3600,4,70,1,1,1900,brick,aerothermal,fully equipped
Baltupiai,78000,1545,2,50,2,2,1983,brick,NaN,NaN
Grigiškės,89000,1327,3,67,1,1,1992,block house,central,fully equipped
Naujamiestis,330000,3271,3,100,3,3,1998,block house,central,fully equipped
Antakalnis,107900,1343,3,80,1,1,2016,block house,gas,partial decoration
Senamiestis,253000,2765,3,91,2,2,1940,brick,central,fully equipped
Šeškinė,80000,1304,3,61,6,6,1982,block house,central,fully equipped
Lazdynėliai,149900,2111,3,71,4,4,2007,brick,central,fully equipped
Užupis,460750,4546,4,101,2,2,1940,brick,gas,fully equipped
Grigiškės,49000,1485,1,33,3,3,1978,block house,central,fully equipped
Naujamiestis,163000,2090,4,78,3,3,1993,brick,central,fully equipped
Antakalnis,125000,2155,2,58,3,3,2003,brick,central,fully equipped
Naujamiestis,215100,3664,3,58,5,5,2019,block house,central thermostat,partial decoration
Pilaitė,87000,1790,2,48,2,2,2002,brick,central thermostat,fully equipped
Karoliniškės,68000,1429,2,47,5,5,1974,block house,central,fully equipped
Pilaitė,120000,2828,2,42,3,3,2018,block house,central thermostat,fully equipped
Senamiestis,227900,3561,2,64,1,1,1940,brick,electric,fully equipped
Antakalnis,169000,1779,4,95,5,5,1996,brick,central,fully equipped
Naujininkai,60000,1622,1,37,5,5,1990,brick,central,fully equipped
Šnipiškės,219000,2219,3,98,2,2,2004,brick,central thermostat,fully equipped
Naujininkai,77900,1343,3,58,4,4,1969,brick,central,fully equipped
Senamiestis,229000,4490,2,51,6,6,2007,brick,central,fully equipped
Jeruzalė,106500,1503,2,70,6,6,1999,brick,central thermostat,fully equipped
Visoriai,71500,1375,2,52,5,5,1973,brick,central,fully equipped
Viršuliškės,60000,1818,1,33,5,5,1977,block house,central,fully equipped
Žirmūnai,50800,2905,1,17,5,5,1965,block house,central,fully equipped
Pašilaičiai,73900,1472,2,50,2,2,1987,block house,central thermostat,fully equipped
Jeruzalė,86750,1538,2,56,1,1,1995,brick,central,fully equipped
Antakalnis,135000,2523,2,53,2,2,2002,brick,central thermostat,fully equipped
Naujamiestis,103000,2452,2,42,4,4,1963,brick,central,fully equipped
